,Site,Grainsize,Perm_Population,Por_Population,Perm_measure1,Perm_measure2,Perm_measure3,Perm_measure4,Perm_measure5,Por_measure1,Por_measure2,Por_measure3,Por_measure4
1703,FD02,F,69.0,27.0,69.0,76.0,59.0,64.0,72.0,31.0,26.0,30.0,29.0
1704,FD06,F,695.0,22.0,741.0,582.0,632.0,641.0,,25.0,25.0,,
1705,FD05,F,251.0,32.0,263.0,216.0,241.0,,,32.0,35.0,29.0,
1706,FD05,F,903.0,13.0,991.0,1245.0,1010.0,1088.0,1076.0,11.0,13.0,14.0,
1707,FD05,F,147.0,33.0,124.0,110.0,168.0,,,33.0,32.0,34.0,28.0
1708,FD05,F,74.0,16.0,75.0,79.0,,,,16.0,16.0,,
1709,FD07,F,246.0,21.0,239.0,243.0,281.0,,,22.0,21.0,,
1710,FD04,F,1725.0,27.0,1515.0,1788.0,1144.0,,,30.0,25.0,29.0,22.0
1711,FD05,F,239.0,23.0,218.0,258.0,220.0,,,23.0,21.0,24.0,
1712,FD05,F,3827.0,2.0,3933.0,3460.0,,,,2.0,2.0,2.0,2.0
1713,FD05,F,1470.0,15.0,2134.0,1750.0,1054.0,,,15.0,16.0,16.0,14.0
1714,FD01,F,47.0,21.0,52.0,43.0,47.0,38.0,,19.0,21.0,21.0,19.0
1715,FD06,F,1717.0,16.0,1284.0,2187.0,1568.0,1518.0,,16.0,15.0,16.0,
1716,FD02,F,31.0,23.0,28.0,29.0,32.0,,,24.0,24.0,27.0,
1717,FD05,F,174.0,33.0,161.0,192.0,,,,33.0,28.0,39.0,27.0
1718,FD05,F,3466.0,22.0,2915.0,3901.0,,,,22.0,22.0,22.0,
1719,FD06,F,436.0,28.0,440.0,479.0,426.0,359.0,,32.0,26.0,,
1720,FD05,F,352.0,16.0,348.0,340.0,389.0,,,18.0,16.0,14.0,18.0
1721,FD01,F,220.0,12.0,219.0,260.0,236.0,,,13.0,15.0,12.0,13.0
1722,FD02,F,141.0,19.0,203.0,133.0,151.0,,,19.0,20.0,,
1723,FD06,F,1648.0,21.0,1678.0,2035.0,1276.0,,,22.0,20.0,21.0,21.0
1724,FD05,F,642.0,10.0,410.0,537.0,,,,9.0,10.0,11.0,11.0
1725,FD07,F,133.0,28.0,138.0,120.0,134.0,,,25.0,29.0,28.0,23.0
1726,FD01,F,1728.0,26.0,1964.0,2372.0,1881.0,,,24.0,28.0,,
1727,FD03,F,107.0,28.0,94.0,124.0,98.0,,,22.0,24.0,26.0,
1728,FD07,F,574.0,23.0,467.0,540.0,690.0,647.0,521.0,24.0,20.0,23.0,
1729,FD05,F,1523.0,29.0,1178.0,1464.0,1470.0,1593.0,,36.0,27.0,29.0,28.0
1730,FD05,F,634.0,25.0,820.0,593.0,668.0,606.0,861.0,22.0,26.0,27.0,26.0
1731,FD07,F,94.0,22.0,100.0,81.0,91.0,82.0,,23.0,20.0,21.0,21.0
1732,FD01,F,233.0,27.0,201.0,188.0,185.0,192.0,,29.0,30.0,27.0,
1733,FD05,F,292.0,23.0,250.0,287.0,259.0,,,21.0,21.0,21.0,23.0
1734,FD02,F,382.0,18.0,313.0,385.0,416.0,441.0,,19.0,15.0,,
1735,FD05,F,882.0,30.0,988.0,1043.0,986.0,,,36.0,28.0,32.0,
1736,FD05,F,138.0,19.0,137.0,138.0,122.0,,,17.0,18.0,,
1737,FD07,F,3596.0,21.0,2444.0,2768.0,,,,22.0,20.0,19.0,23.0
1738,FD05,F,102.0,15.0,98.0,108.0,83.0,90.0,,14.0,16.0,14.0,17.0
1739,FD05,F,337.0,32.0,305.0,285.0,409.0,,,35.0,26.0,30.0,31.0
1740,FD03,F,883.0,12.0,945.0,792.0,921.0,,,13.0,12.0,,
1741,FD05,F,3936.0,32.0,3783.0,8143.0,2875.0,4809.0,6409.0,27.0,32.0,,
1742,FD04,F,8071.0,15.0,9220.0,7544.0,11055.0,10800.0,,13.0,14.0,,
1743,FD05,F,116.0,23.0,106.0,107.0,109.0,108.0,,21.0,23.0,22.0,27.0
1744,FD04,F,1122.0,19.0,1442.0,844.0,1493.0,,,19.0,17.0,19.0,
1745,FD05,F,32.0,23.0,32.0,34.0,40.0,,,28.0,20.0,25.0,
1746,FD01,F,1021.0,20.0,634.0,985.0,1028.0,1268.0,,24.0,20.0,19.0,21.0
1747,FD05,F,498.0,23.0,586.0,407.0,439.0,562.0,385.0,29.0,22.0,20.0,30.0
1748,FD03,F,1562.0,22.0,1496.0,1712.0,1038.0,,,22.0,22.0,,
1749,FD03,F,104.0,26.0,122.0,125.0,97.0,,,21.0,32.0,23.0,29.0
1750,FD05,F,1475.0,31.0,1923.0,2034.0,1329.0,,,36.0,34.0,31.0,
1751,FD03,F,1929.0,23.0,3382.0,2661.0,1975.0,,,24.0,24.0,21.0,28.0
1752,FD05,F,67.0,26.0,74.0,71.0,57.0,62.0,,27.0,24.0,,
1753,FD06,F,620.0,19.0,585.0,620.0,801.0,,,18.0,22.0,17.0,19.0
1754,FD07,F,945.0,23.0,648.0,1541.0,1045.0,,,20.0,20.0,17.0,
1755,FD02,F,1766.0,23.0,2066.0,1310.0,,,,26.0,23.0,21.0,19.0
1756,FD07,F,4763.0,24.0,4837.0,6530.0,4794.0,,,27.0,23.0,,
1757,FD03,F,1326.0,26.0,1550.0,1587.0,1622.0,,,22.0,28.0,,
1758,FD04,F,55.0,24.0,56.0,59.0,53.0,52.0,,22.0,24.0,26.0,28.0
1759,FD06,F,224.0,28.0,227.0,235.0,221.0,250.0,,31.0,27.0,29.0,31.0
1760,FD06,F,3674.0,22.0,2336.0,3015.0,3567.0,,,23.0,21.0,,
1761,FD06,F,1272.0,23.0,960.0,1189.0,1382.0,,,21.0,24.0,23.0,
1762,FD06,F,374.0,26.0,417.0,318.0,362.0,,,27.0,27.0,28.0,23.0
1763,FD07,F,830.0,16.0,695.0,561.0,846.0,835.0,564.0,17.0,16.0,,
1764,FD05,F,270.0,21.0,297.0,311.0,247.0,,,21.0,18.0,18.0,24.0
1765,FD05,F,114.0,13.0,100.0,85.0,,,,12.0,12.0,12.0,
1766,FD03,F,13541.0,24.0,13284.0,12740.0,20355.0,9714.0,,20.0,19.0,,
1767,FD05,F,60.0,13.0,56.0,61.0,65.0,,,14.0,11.0,11.0,
1768,FD04,F,76.0,7.0,80.0,59.0,96.0,,,7.0,8.0,8.0,
1769,FD04,F,1161.0,27.0,1451.0,1297.0,1050.0,911.0,,27.0,28.0,28.0,
1770,FD05,F,26.0,25.0,21.0,25.0,27.0,23.0,,25.0,21.0,23.0,
1771,FD07,F,637.0,13.0,558.0,694.0,490.0,,,14.0,13.0,13.0,11.0
1772,FD07,F,,22.0,,,,,,23.0,21.0,27.0,
1773,FD03,F,1208.0,23.0,1343.0,947.0,,,,26.0,24.0,24.0,22.0
1774,FD05,F,196.0,13.0,207.0,220.0,200.0,191.0,,13.0,11.0,,
1775,FD03,F,326.0,20.0,365.0,381.0,294.0,331.0,340.0,22.0,17.0,23.0,
1776,FD05,F,257.0,13.0,217.0,274.0,,,,11.0,10.0,,
1777,FD05,F,328.0,31.0,304.0,242.0,,,,36.0,31.0,30.0,30.0
1778,FD04,F,145.0,18.0,154.0,161.0,153.0,,,16.0,17.0,16.0,18.0
1779,FD05,F,413.0,20.0,348.0,419.0,394.0,,,17.0,20.0,21.0,
1780,FD04,F,516.0,16.0,375.0,503.0,421.0,,,13.0,16.0,17.0,18.0
1781,FD04,F,86.0,12.0,96.0,100.0,102.0,,,12.0,9.0,,
1782,FD07,F,959.0,15.0,1272.0,1045.0,935.0,958.0,1171.0,13.0,16.0,13.0,17.0
1783,FD04,F,1167.0,26.0,1166.0,1155.0,1239.0,1078.0,,23.0,30.0,29.0,
1784,FD03,F,4174.0,14.0,3160.0,5896.0,3433.0,3794.0,3800.0,13.0,14.0,16.0,15.0
1785,FD01,F,2386.0,29.0,2085.0,2720.0,,,,30.0,32.0,27.0,26.0
1786,FD05,F,974.0,,1262.0,1074.0,1030.0,820.0,,,,,
1787,FD05,F,1066.0,19.0,588.0,1017.0,1116.0,833.0,,20.0,21.0,19.0,20.0
1788,FD05,F,187.0,13.0,156.0,200.0,138.0,,,12.0,13.0,15.0,
1789,FD05,F,83.0,22.0,89.0,96.0,91.0,73.0,,20.0,22.0,22.0,26.0
1790,FD07,F,2196.0,28.0,2037.0,2750.0,1993.0,2353.0,3953.0,27.0,27.0,22.0,27.0
1791,FD06,F,1779.0,17.0,1911.0,1956.0,1838.0,1731.0,,22.0,16.0,21.0,16.0
1792,FD07,F,205.0,12.0,267.0,290.0,201.0,,,14.0,11.0,15.0,13.0
1793,FD05,F,154.0,17.0,130.0,191.0,,,,14.0,21.0,,
1794,FD07,F,4691.0,14.0,6291.0,8868.0,,,,12.0,12.0,,
1795,FD05,F,185.0,29.0,156.0,182.0,208.0,,,30.0,29.0,34.0,
1796,FD01,F,614.0,17.0,509.0,460.0,879.0,564.0,,16.0,16.0,17.0,18.0
1797,FD05,F,3387.0,25.0,3843.0,3755.0,4608.0,,,25.0,27.0,,
1798,FD06,F,8930.0,16.0,9830.0,8736.0,,,,15.0,15.0,16.0,19.0
1799,FD06,F,1185.0,12.0,1162.0,1044.0,,,,11.0,9.0,12.0,14.0
1800,FD01,F,578.0,7.0,645.0,572.0,,,,8.0,7.0,,
1801,FD06,F,5049.0,15.0,5553.0,4845.0,6586.0,6296.0,,15.0,17.0,16.0,16.0
1802,FD02,F,4259.0,20.0,4767.0,4727.0,4489.0,4755.0,,20.0,18.0,17.0,20.0
1803,FD05,F,1436.0,12.0,1657.0,980.0,1879.0,1721.0,,11.0,13.0,,
1804,FD04,F,326.0,14.0,367.0,307.0,331.0,297.0,,16.0,15.0,14.0,16.0
1805,FD05,F,289.0,27.0,390.0,375.0,404.0,284.0,,28.0,28.0,34.0,21.0
1806,FD04,F,2483.0,28.0,3631.0,2588.0,,,,24.0,31.0,30.0,32.0
1807,FD07,F,47.0,27.0,50.0,45.0,50.0,42.0,,25.0,27.0,25.0,25.0
1808,FD01,F,287.0,19.0,240.0,387.0,357.0,221.0,221.0,20.0,20.0,17.0,24.0
1809,FD02,F,35.0,25.0,43.0,36.0,29.0,,,21.0,22.0,25.0,20.0
1810,FD03,F,486.0,17.0,548.0,525.0,440.0,,,18.0,16.0,,
1811,FD06,F,1428.0,19.0,1245.0,1532.0,1040.0,,,20.0,19.0,,
1812,FD04,F,821.0,21.0,922.0,880.0,820.0,,,22.0,20.0,18.0,22.0
1813,FD03,F,552.0,25.0,599.0,374.0,,,,28.0,24.0,26.0,27.0
1814,FD02,F,57.0,17.0,52.0,46.0,56.0,,,21.0,18.0,16.0,
1815,FD05,F,1263.0,16.0,1196.0,1588.0,,,,15.0,17.0,16.0,17.0
1816,FD07,F,524.0,16.0,578.0,418.0,550.0,,,19.0,18.0,15.0,17.0
1817,FD05,F,312.0,17.0,372.0,257.0,377.0,384.0,306.0,16.0,16.0,,
1818,FD03,F,680.0,29.0,943.0,909.0,546.0,,,27.0,28.0,32.0,
1819,FD02,F,491.0,24.0,309.0,687.0,411.0,486.0,,29.0,24.0,21.0,24.0
1820,FD04,F,893.0,21.0,1005.0,589.0,755.0,937.0,,22.0,21.0,21.0,24.0
1821,FD06,F,495.0,22.0,740.0,378.0,297.0,636.0,,23.0,26.0,25.0,26.0
1822,FD07,F,894.0,21.0,890.0,966.0,,,,22.0,19.0,18.0,22.0
1823,FD05,F,649.0,24.0,614.0,655.0,795.0,,,25.0,23.0,,
1824,FD05,F,40.0,25.0,40.0,40.0,,,,20.0,26.0,24.0,24.0
1825,FD06,F,1656.0,31.0,1359.0,1406.0,2029.0,1701.0,,38.0,31.0,31.0,30.0
1826,FD06,F,1666.0,28.0,2378.0,1485.0,2352.0,1507.0,1304.0,29.0,24.0,21.0,29.0
1827,FD06,F,58.0,22.0,41.0,65.0,50.0,64.0,,19.0,21.0,,
1828,FD03,F,143.0,26.0,102.0,128.0,148.0,136.0,,26.0,23.0,24.0,
1829,FD03,F,986.0,15.0,802.0,855.0,944.0,996.0,,15.0,15.0,14.0,16.0
1830,FD03,F,1071.0,28.0,1581.0,1106.0,1132.0,,,27.0,26.0,22.0,
1831,FD05,F,388.0,23.0,470.0,474.0,343.0,385.0,,23.0,23.0,23.0,
1832,FD05,F,1312.0,25.0,1320.0,1150.0,1113.0,1132.0,,27.0,22.0,23.0,24.0
1833,FD05,F,2893.0,30.0,2357.0,2888.0,5692.0,2446.0,,34.0,31.0,27.0,28.0
1834,FD06,F,484.0,31.0,507.0,431.0,429.0,489.0,,32.0,32.0,33.0,
1835,FD03,F,976.0,23.0,774.0,908.0,1117.0,,,20.0,22.0,28.0,
1836,FD02,F,270.0,23.0,311.0,331.0,195.0,,,22.0,20.0,21.0,23.0
1837,FD04,F,331.0,23.0,365.0,307.0,375.0,324.0,328.0,23.0,25.0,22.0,
1838,FD04,F,1529.0,30.0,1860.0,1791.0,1813.0,,,28.0,33.0,35.0,35.0
1839,FD01,F,719.0,23.0,924.0,649.0,647.0,,,25.0,23.0,22.0,
1840,FD06,F,159.0,18.0,163.0,142.0,,,,18.0,18.0,,
1841,FD05,F,113.0,26.0,123.0,127.0,88.0,,,25.0,27.0,,
1842,FD05,F,35.0,28.0,36.0,38.0,39.0,38.0,31.0,32.0,31.0,24.0,
1843,FD05,F,967.0,25.0,1297.0,854.0,936.0,,,23.0,23.0,23.0,
1844,FD04,F,140.0,22.0,125.0,136.0,159.0,116.0,,24.0,15.0,23.0,22.0
1845,FD05,F,246.0,22.0,246.0,223.0,269.0,250.0,258.0,24.0,22.0,,
1846,FD06,F,148.0,26.0,142.0,167.0,133.0,166.0,,28.0,29.0,26.0,29.0
1847,FD05,F,294.0,9.0,312.0,342.0,314.0,271.0,,9.0,10.0,9.0,9.0
1848,FD07,F,3939.0,21.0,3602.0,3497.0,,,,22.0,22.0,23.0,
1849,FD07,F,524.0,18.0,498.0,454.0,555.0,,,18.0,14.0,20.0,17.0
1850,FD04,F,267.0,9.0,251.0,333.0,253.0,217.0,,9.0,10.0,8.0,
1851,FD05,F,872.0,16.0,815.0,806.0,1068.0,744.0,,15.0,17.0,15.0,14.0
1852,FD07,F,624.0,17.0,945.0,651.0,672.0,676.0,458.0,18.0,19.0,14.0,
1853,FD05,F,458.0,25.0,811.0,473.0,533.0,,,25.0,24.0,,
1854,FD05,F,137.0,19.0,160.0,143.0,,,,20.0,18.0,,
1855,FD03,F,590.0,19.0,612.0,614.0,526.0,,,18.0,19.0,,
1856,FD04,F,1076.0,32.0,792.0,1028.0,1358.0,,,28.0,37.0,34.0,34.0
1857,FD03,F,2664.0,23.0,2891.0,3234.0,2036.0,,,23.0,22.0,22.0,
1858,FD05,F,328.0,28.0,377.0,331.0,336.0,,,30.0,30.0,26.0,27.0
1859,FD05,F,136.0,24.0,171.0,156.0,120.0,,,24.0,21.0,,
1860,FD02,F,409.0,21.0,378.0,330.0,,,,21.0,21.0,23.0,23.0
1861,FD06,F,2292.0,21.0,2246.0,2206.0,2017.0,2596.0,,19.0,18.0,21.0,
1862,FD05,F,250.0,32.0,268.0,164.0,258.0,323.0,,27.0,33.0,35.0,35.0
1863,FD07,F,102.0,19.0,100.0,114.0,117.0,,,21.0,20.0,18.0,
1864,FD01,F,130.0,15.0,121.0,178.0,,,,13.0,15.0,13.0,14.0
1865,FD04,F,80.0,21.0,69.0,77.0,,,,22.0,21.0,19.0,22.0
1866,FD06,F,1995.0,10.0,2380.0,1971.0,2720.0,1678.0,,11.0,10.0,10.0,
1867,FD02,F,2292.0,25.0,2212.0,2145.0,3082.0,3040.0,2947.0,21.0,23.0,27.0,29.0
1868,FD05,F,607.0,22.0,558.0,611.0,522.0,,,21.0,24.0,,
1869,FD04,F,561.0,21.0,563.0,548.0,680.0,,,22.0,21.0,18.0,24.0
1870,FD05,F,1875.0,34.0,1764.0,2658.0,2229.0,,,36.0,34.0,,
1871,FD03,F,146.0,28.0,135.0,147.0,154.0,,,26.0,24.0,,
1872,FD05,F,450.0,25.0,392.0,468.0,452.0,386.0,,24.0,25.0,,
1873,FD05,F,174.0,29.0,205.0,179.0,178.0,179.0,,25.0,28.0,29.0,29.0
1874,FD05,F,417.0,26.0,441.0,390.0,422.0,,,26.0,20.0,22.0,25.0
1875,FD05,F,137.0,22.0,134.0,174.0,145.0,,,24.0,21.0,22.0,23.0
1876,FD05,F,5168.0,31.0,5020.0,5835.0,4439.0,4227.0,,32.0,28.0,30.0,30.0
1877,FD05,F,1996.0,12.0,1722.0,2205.0,2636.0,1948.0,,11.0,11.0,10.0,10.0
1878,FD05,F,1532.0,33.0,1453.0,1247.0,1544.0,,,35.0,31.0,30.0,
1879,FD05,F,4411.0,31.0,7537.0,4151.0,3489.0,,,32.0,31.0,31.0,35.0
1880,FD07,F,704.0,22.0,526.0,666.0,494.0,,,21.0,22.0,,
1881,FD06,F,2515.0,21.0,3188.0,2251.0,2116.0,4568.0,1693.0,19.0,22.0,,
1882,FD05,F,305.0,18.0,242.0,270.0,271.0,327.0,,17.0,19.0,18.0,20.0
1883,FD05,F,596.0,21.0,468.0,975.0,441.0,,,19.0,24.0,18.0,20.0
1884,FD04,F,1190.0,24.0,1181.0,688.0,1081.0,1169.0,,23.0,20.0,28.0,24.0
1885,FD06,F,2668.0,18.0,1763.0,2966.0,2463.0,,,15.0,18.0,,
1886,FD04,F,1286.0,10.0,1164.0,1650.0,1297.0,1179.0,,9.0,9.0,10.0,11.0
1887,FD05,F,310.0,14.0,300.0,318.0,380.0,,,13.0,15.0,15.0,18.0
1888,FD06,F,318.0,26.0,283.0,342.0,294.0,,,33.0,27.0,19.0,25.0
1889,FD05,F,2186.0,22.0,1943.0,1349.0,3280.0,,,24.0,26.0,24.0,20.0
1890,FD05,F,1590.0,19.0,1455.0,1278.0,1328.0,,,20.0,19.0,,
1891,FD06,F,367.0,18.0,363.0,355.0,409.0,,,19.0,17.0,20.0,
1892,FD05,F,473.0,25.0,460.0,396.0,512.0,440.0,,25.0,21.0,23.0,
1893,FD01,F,88.0,13.0,94.0,94.0,98.0,,,16.0,12.0,11.0,12.0
1894,FD03,F,1375.0,31.0,1906.0,1375.0,1467.0,1761.0,1495.0,32.0,30.0,,
1895,FD07,F,94.0,21.0,98.0,106.0,95.0,,,20.0,21.0,,
1896,FD01,F,405.0,26.0,313.0,394.0,374.0,450.0,,31.0,26.0,27.0,25.0
1897,FD04,F,187.0,23.0,184.0,193.0,137.0,184.0,,21.0,21.0,17.0,23.0
1898,FD05,F,378.0,18.0,308.0,410.0,310.0,353.0,429.0,20.0,23.0,19.0,18.0
1899,FD05,F,660.0,12.0,663.0,661.0,,,,13.0,12.0,13.0,11.0
1900,FD05,F,118.0,21.0,134.0,132.0,127.0,106.0,,17.0,19.0,21.0,23.0
1901,FD06,F,907.0,15.0,966.0,766.0,1034.0,,,15.0,15.0,14.0,14.0
1902,FD02,F,1104.0,16.0,873.0,1058.0,1048.0,951.0,1681.0,15.0,16.0,16.0,17.0
1903,FD01,F,1027.0,31.0,1100.0,924.0,1224.0,,,28.0,24.0,,
1904,FD05,F,184.0,15.0,218.0,230.0,172.0,,,16.0,15.0,,
1905,FD05,F,1612.0,32.0,1467.0,1618.0,1652.0,,,34.0,35.0,37.0,
1906,FD04,F,3653.0,32.0,3736.0,3388.0,4166.0,3325.0,,33.0,30.0,,
1907,FD05,F,356.0,22.0,422.0,357.0,,,,23.0,23.0,25.0,
1908,FD05,F,115.0,16.0,105.0,108.0,135.0,110.0,,15.0,17.0,,
1909,FD05,F,366.0,14.0,311.0,424.0,,,,16.0,17.0,16.0,13.0
1910,FD06,F,301.0,29.0,310.0,284.0,337.0,263.0,,34.0,32.0,33.0,29.0
1911,FD03,F,3860.0,25.0,2886.0,2630.0,3556.0,,,23.0,27.0,23.0,
1912,FD02,F,256.0,26.0,271.0,225.0,295.0,311.0,396.0,25.0,28.0,27.0,26.0
1913,FD06,F,321.0,26.0,355.0,346.0,365.0,265.0,,30.0,23.0,23.0,25.0
1914,FD06,F,241.0,28.0,192.0,199.0,233.0,,,30.0,28.0,26.0,
1915,FD02,F,950.0,23.0,877.0,891.0,1501.0,,,24.0,21.0,,
1916,FD07,F,486.0,14.0,360.0,391.0,499.0,,,14.0,15.0,,
1917,FD05,F,326.0,23.0,379.0,359.0,317.0,,,23.0,26.0,,
1918,FD05,F,148.0,11.0,134.0,159.0,119.0,,,11.0,12.0,12.0,10.0
1919,FD05,F,544.0,25.0,458.0,461.0,,,,24.0,24.0,,
1920,FD05,F,951.0,21.0,1535.0,1022.0,904.0,,,22.0,19.0,17.0,20.0
1921,FD04,F,225.0,18.0,259.0,302.0,,,,17.0,21.0,,
1922,FD05,F,2129.0,17.0,2073.0,2222.0,1796.0,,,17.0,16.0,,
1923,FD07,F,204.0,19.0,194.0,169.0,162.0,,,21.0,20.0,19.0,22.0
1924,FD05,F,670.0,18.0,707.0,596.0,805.0,,,18.0,21.0,19.0,
1925,FD04,F,406.0,26.0,389.0,485.0,,,,21.0,26.0,29.0,28.0
1926,FD03,F,434.0,16.0,402.0,427.0,,,,15.0,17.0,17.0,15.0
1927,FD05,F,907.0,23.0,618.0,889.0,1136.0,,,22.0,25.0,22.0,
1928,FD05,F,,23.0,,,,,,24.0,25.0,22.0,22.0
1929,FD05,F,13864.0,15.0,11279.0,19523.0,15754.0,10681.0,,16.0,15.0,15.0,13.0
1930,FD05,F,203.0,14.0,195.0,214.0,176.0,,,16.0,15.0,12.0,
1931,FD05,F,2913.0,22.0,2028.0,3483.0,,,,22.0,20.0,25.0,21.0
1932,FD02,F,1063.0,20.0,857.0,802.0,937.0,,,20.0,21.0,19.0,20.0
1933,FD06,F,161.0,24.0,138.0,161.0,145.0,152.0,,23.0,23.0,,
1934,FD05,F,360.0,19.0,374.0,389.0,327.0,316.0,,18.0,20.0,22.0,17.0
1935,FD03,F,1698.0,7.0,1734.0,1154.0,1877.0,2368.0,1759.0,8.0,7.0,9.0,
1936,FD05,F,222.0,25.0,277.0,205.0,249.0,,,23.0,25.0,24.0,23.0
1937,FD05,F,,21.0,,,,,,21.0,18.0,,
1938,FD05,F,183.0,27.0,156.0,180.0,170.0,182.0,,24.0,26.0,29.0,24.0
1939,FD06,F,692.0,24.0,624.0,489.0,798.0,602.0,,24.0,23.0,,
1940,FD07,F,201.0,28.0,158.0,217.0,,,,30.0,28.0,32.0,29.0
1941,FD04,F,1610.0,19.0,1777.0,1157.0,1522.0,,,18.0,21.0,21.0,
1942,FD04,F,2958.0,26.0,2702.0,2711.0,3159.0,,,26.0,26.0,23.0,29.0
1943,FD07,F,720.0,16.0,539.0,881.0,743.0,706.0,,14.0,15.0,17.0,16.0
1944,FD07,F,160.0,17.0,156.0,142.0,163.0,,,16.0,16.0,,
1945,FD04,F,1342.0,23.0,1741.0,1433.0,1918.0,,,25.0,27.0,,
1946,FD04,F,395.0,15.0,384.0,440.0,340.0,314.0,,17.0,15.0,16.0,16.0
1947,FD01,F,1667.0,19.0,1825.0,1437.0,2403.0,,,19.0,19.0,20.0,
1948,FD02,F,721.0,15.0,865.0,597.0,791.0,,,16.0,18.0,16.0,16.0
1949,FD01,F,348.0,19.0,385.0,389.0,394.0,252.0,,17.0,20.0,21.0,17.0
1950,FD05,F,33.0,15.0,27.0,30.0,35.0,,,15.0,17.0,,
1951,FD07,F,287.0,21.0,265.0,316.0,279.0,288.0,,21.0,22.0,21.0,
1952,FD05,F,997.0,22.0,1243.0,948.0,,,,23.0,21.0,20.0,
1953,FD04,F,1336.0,30.0,1264.0,1092.0,1163.0,1425.0,,29.0,27.0,36.0,
1954,FD03,F,120.0,32.0,112.0,149.0,153.0,,,31.0,32.0,,
1955,FD06,F,1020.0,9.0,711.0,990.0,852.0,1070.0,,8.0,9.0,8.0,
1956,FD07,F,312.0,17.0,292.0,449.0,306.0,,,18.0,21.0,16.0,
1957,FD05,F,312.0,27.0,326.0,255.0,286.0,296.0,,26.0,28.0,30.0,
1958,FD05,F,100.0,22.0,90.0,98.0,,,,22.0,26.0,22.0,22.0
1959,FD05,F,488.0,24.0,365.0,687.0,441.0,415.0,,26.0,21.0,25.0,25.0
1960,FD06,F,1458.0,28.0,1277.0,1228.0,925.0,,,27.0,29.0,,
1961,FD06,F,256.0,14.0,254.0,320.0,296.0,,,15.0,14.0,13.0,16.0
1962,FD01,F,379.0,18.0,468.0,340.0,391.0,365.0,390.0,17.0,18.0,17.0,
1963,FD04,F,450.0,12.0,467.0,407.0,,,,14.0,14.0,12.0,10.0
1964,FD05,F,3149.0,20.0,3472.0,3855.0,2730.0,2648.0,,21.0,18.0,,
1965,FD05,F,543.0,22.0,416.0,335.0,580.0,556.0,,25.0,20.0,22.0,21.0
1966,FD04,F,497.0,18.0,557.0,520.0,,,,20.0,17.0,,
1967,FD02,F,3082.0,9.0,3690.0,2455.0,,,,9.0,10.0,9.0,8.0
1968,FD03,F,269.0,32.0,259.0,286.0,296.0,335.0,,35.0,34.0,,
1969,FD04,F,100.0,32.0,107.0,104.0,101.0,105.0,,25.0,33.0,30.0,
1970,FD05,F,232.0,13.0,230.0,256.0,247.0,,,15.0,10.0,13.0,
1971,FD02,F,185.0,18.0,185.0,182.0,153.0,201.0,,18.0,18.0,,
1972,FD06,F,107.0,23.0,93.0,112.0,171.0,,,24.0,26.0,,
1973,FD05,F,917.0,21.0,822.0,1228.0,1384.0,897.0,,24.0,23.0,21.0,26.0
1974,FD07,F,209.0,22.0,195.0,238.0,209.0,152.0,164.0,21.0,20.0,21.0,21.0
1975,FD07,F,2518.0,12.0,1741.0,2370.0,3260.0,,,13.0,11.0,14.0,13.0
1976,FD05,F,285.0,24.0,269.0,337.0,,,,28.0,26.0,20.0,21.0
1977,FD04,F,39.0,28.0,36.0,35.0,36.0,,,30.0,25.0,27.0,30.0
1978,FD04,F,347.0,20.0,343.0,298.0,,,,17.0,16.0,21.0,17.0
1979,FD05,F,227.0,26.0,220.0,303.0,224.0,,,29.0,29.0,,
1980,FD05,F,138.0,24.0,173.0,144.0,156.0,,,22.0,20.0,23.0,27.0
1981,FD07,F,1115.0,2.0,915.0,1156.0,1099.0,947.0,,2.0,2.0,2.0,2.0
1982,FD06,F,688.0,31.0,563.0,477.0,682.0,537.0,,32.0,30.0,28.0,29.0
1983,FD01,F,1755.0,21.0,1524.0,1704.0,1840.0,,,24.0,24.0,23.0,22.0
1984,FD04,F,638.0,39.0,603.0,765.0,536.0,673.0,,42.0,42.0,41.0,
1985,FD01,F,2167.0,28.0,3235.0,2331.0,1865.0,3209.0,,25.0,29.0,26.0,
1986,FD05,F,1012.0,26.0,1060.0,957.0,783.0,,,22.0,28.0,25.0,24.0
1987,FD06,F,191.0,17.0,208.0,133.0,230.0,,,15.0,18.0,,
1988,FD06,F,1244.0,21.0,996.0,1111.0,1517.0,,,22.0,25.0,25.0,19.0
1989,FD04,F,64.0,18.0,78.0,86.0,68.0,,,17.0,17.0,20.0,
1990,FD06,F,92.0,14.0,76.0,109.0,98.0,,,12.0,12.0,,
1991,FD07,F,172.0,17.0,167.0,220.0,189.0,,,20.0,16.0,18.0,17.0
1992,FD04,F,715.0,15.0,694.0,526.0,863.0,654.0,,14.0,15.0,,
1993,FD03,F,112.0,28.0,113.0,101.0,100.0,118.0,,24.0,27.0,31.0,28.0
1994,FD02,F,67.0,15.0,67.0,88.0,71.0,,,13.0,14.0,14.0,
1995,FD04,F,232.0,30.0,252.0,147.0,231.0,237.0,,29.0,32.0,31.0,30.0
1996,FD05,F,187.0,14.0,267.0,169.0,,,,15.0,15.0,,
1997,FD05,F,143.0,17.0,127.0,156.0,149.0,201.0,147.0,17.0,20.0,17.0,16.0
1998,FD07,F,910.0,27.0,762.0,924.0,705.0,,,28.0,25.0,,
